,duration,Max no. resources in a week,Sum of activities delays,network,activities start times,activities end times,activities durations,resources allocation
1325,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 6, 'C': 0, 'D': 9, 'E': 12}","{'A': 8, 'B': 17, 'F': 6, 'G': 8, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 12, 12, 0, 5, 9, 4, 10, 10, 10, 4, 4]"
1327,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 0, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
1378,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 2, 'G': 7, 'C': 1, 'D': 8, 'E': 12}","{'A': 8, 'B': 16, 'F': 6, 'G': 9, 'C': 7, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
1386,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1413,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 2, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 8, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 8, 12, 12, 12, 10, 10, 10, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
1430,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
1469,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 0, 'D': 8, 'E': 12}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
1470,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 6, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 11, 11, 6, 6, 4, 10, 10, 10, 4, 4, 4]"
1489,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 10, 12, 12, 8, 8, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1516,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 7, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 9, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
1527,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
1529,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 6, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 16, 'F': 5, 'G': 8, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 12, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
1534,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
1539,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 6, 'C': 0, 'D': 8, 'E': 12}","{'A': 9, 'B': 16, 'F': 6, 'G': 8, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 12, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
1584,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 1, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
1605,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 6, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 10, 12, 12, 12, 12, 10, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
1646,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 10, 12, 12, 8, 8, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
1668,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 6, 'C': 0, 'D': 8, 'E': 11}","{'A': 10, 'B': 17, 'F': 6, 'G': 8, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 12, 12, 12, 12, 12, 12, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1671,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
1722,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 6, 'C': 0, 'D': 10, 'E': 12}","{'A': 8, 'B': 17, 'F': 6, 'G': 8, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 12, 12, 0, 0, 9, 9, 10, 10, 10, 4, 4]"
1729,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 1, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
1777,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1788,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 1, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 7, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
1790,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
1823,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 6, 'C': 0, 'D': 9, 'E': 11}","{'A': 10, 'B': 17, 'F': 6, 'G': 8, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 12, 12, 12, 12, 12, 12, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
1838,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 6, 'C': 0, 'D': 9, 'E': 12}","{'A': 8, 'B': 17, 'F': 5, 'G': 8, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 12, 12, 0, 5, 9, 4, 10, 10, 10, 4, 4]"
1840,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 6, 'C': 0, 'D': 10, 'E': 12}","{'A': 9, 'B': 16, 'F': 6, 'G': 8, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 12, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
1844,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 6, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 6, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
1923,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 6, 'C': 0, 'D': 10, 'E': 12}","{'A': 9, 'B': 16, 'F': 5, 'G': 8, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 12, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
1931,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
2004,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 2, 'G': 7, 'C': 0, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 6, 'G': 9, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
2008,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
2034,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 6, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 16, 'F': 4, 'G': 8, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 12, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
2088,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 2, 'G': 7, 'C': 0, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 6, 'G': 9, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
2143,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 3, 'G': 7, 'C': 1, 'D': 8, 'E': 12}","{'A': 8, 'B': 16, 'F': 7, 'G': 9, 'C': 7, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
2199,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 1, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 7, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
2241,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 0, 'D': 8, 'E': 12}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
2248,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 5, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 12, 12, 12, 12, 10, 10, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
2254,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 6, 'C': 0, 'D': 8, 'E': 12}","{'A': 8, 'B': 17, 'F': 4, 'G': 8, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 12, 12, 5, 5, 4, 4, 10, 10, 10, 4, 4]"
2298,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
2316,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
2318,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
2363,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 2, 'G': 7, 'C': 1, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 6, 'G': 9, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
2413,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2425,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 6, 'C': 0, 'D': 8, 'E': 11}","{'A': 10, 'B': 17, 'F': 5, 'G': 8, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 10, 12, 12, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2459,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
2462,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
2518,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 5, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 6, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
2519,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 2, 'G': 7, 'C': 1, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 6, 'G': 9, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
2540,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 2, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 8, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 10, 10, 10, 10, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2568,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
2569,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 6, 'E': 10}","{'A': 9, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 11, 11, 12, 6, 10, 10, 10, 4, 4, 4, 4]"
2576,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 6, 'C': 0, 'D': 9, 'E': 11}","{'A': 10, 'B': 17, 'F': 5, 'G': 8, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 10, 12, 12, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
2640,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2664,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 2, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 8, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 10, 12, 12, 12, 12, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2682,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
